age,marital,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
31,Unmarried,11,27000,$25 - $49,13.3,Economy,Post-undergraduate degree,0,0,1,4,m,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
45,Married,5,128000,$75+,63.7,Luxury,College degree,9,0,2,5,f,4,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1
63,Unmarried,1,40000,$25 - $49,19.200000000000003,Standard,Did not complete high school,13,0,2,5,m,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1
35,Unmarried,3,57000,$50 - $74,28.700000000000003,Standard,College degree,10,0,2,1,f,4,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1
38,Married,6,121000,$75+,61.300000000000004,Luxury,Some college,13,0,2,5,m,5,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
31,Married,3,16000,Under $25,8,Economy,College degree,0,0,1,1,m,2,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1
66,Unmarried,15,61000,$50 - $74,29.700000000000003,Standard,Did not complete high school,30,1,3,4,f,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
64,Unmarried,4,45000,$25 - $49,22.900000000000002,Standard,College degree,19,0,3,1,f,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1
38,Unmarried,15,125000,$75+,60.900000000000006,Luxury,College degree,8,0,2,2,f,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
44,Unmarried,17,39000,$25 - $49,20.1,Standard,College degree,3,0,1,3,m,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1
41,Married,10,71000,$50 - $74,36.1,Luxury,High school degree,5,0,2,4,m,2,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1
35,Married,12,47000,$25 - $49,23.900000000000002,Standard,High school degree,4,0,1,3,m,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
53,Married,30,27000,$25 - $49,12.9,Economy,Did not complete high school,0,0,1,1,m,2,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1
35,Married,10,43000,$25 - $49,21.200000000000003,Standard,Did not complete high school,17,0,3,4,f,3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
50,Married,20,140000,$75+,71.4,Luxury,High school degree,20,0,3,4,m,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
68,Unmarried,44,419000,$75+,79.9,Luxury,High school degree,38,0,3,5,f,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1
51,Married,8,53000,$50 - $74,26.1,Standard,College degree,27,0,3,4,f,2,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1
50,Married,14,49000,$25 - $49,24.1,Standard,College degree,15,0,3,4,m,4,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1
23,Married,0,20000,Under $25,9.700000000000001,Economy,Did not complete high school,1,0,1,3,f,5,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
48,Married,1,147000,$75+,75.2,Luxury,Post-undergraduate degree,20,0,3,2,m,3,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1
41,Unmarried,22,39000,$25 - $49,19.1,Standard,Did not complete high school,20,0,3,3,m,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1
40,Unmarried,7,18000,Under $25,9,Economy,Some college,5,0,2,3,f,2,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1
52,Married,27,35000,$25 - $49,18.1,Standard,High school degree,8,0,2,5,m,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1
61,Married,34,230000,$75+,74.6,Luxury,Some college,32,0,3,2,f,4,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1
32,Unmarried,5,27000,$25 - $49,13.8,Economy,Some college,2,0,1,3,f,2,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
41,Unmarried,19,64000,$50 - $74,32.4,Luxury,Some college,13,0,2,4,f,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1
69,Married,28,13000,Under $25,6.4,Economy,Did not complete high school,10,1,2,5,m,2,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
56,Unmarried,30,335000,$75+,81.1,Luxury,Did not complete high school,38,0,3,5,f,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
37,Married,7,99000,$75+,49.800000000000004,Luxury,College degree,11,0,2,4,m,3,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
23,Unmarried,0,32000,$25 - $49,15.700000000000001,Standard,Some college,1,0,1,1,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
68,Married,6,9000,Under $25,4.5,Economy,High school degree,2,1,1,3,m,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35,Unmarried,3,34000,$25 - $49,17,Standard,Some college,4,0,1,3,m,4,0,1,0,0,NA,0,0,1,1,1,0,0,0,0,1
23,Unmarried,0,19000,Under $25,9.4,Economy,High school degree,3,0,1,2,m,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
48,Unmarried,5,111000,$75+,55.2,Luxury,College degree,18,0,3,3,f,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
22,Married,2,27000,$25 - $49,13.600000000000001,Economy,Some college,0,0,1,1,f,3,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
26,Married,7,29000,$25 - $49,14.5,Economy,High school degree,5,0,2,1,m,4,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1
50,Unmarried,9,141000,$75+,69.7,Luxury,Some college,22,0,3,4,m,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1
44,Married,5,37000,$25 - $49,18.7,Standard,High school degree,1,0,1,2,m,5,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0
38,Unmarried,9,30000,$25 - $49,14.5,Economy,Post-undergraduate degree,10,0,2,3,m,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1
23,Married,0,17000,Under $25,8.5,Economy,High school degree,0,0,1,1,f,3,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1
39,Unmarried,5,59000,$50 - $74,28.8,Standard,High school degree,12,0,2,4,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
52,Married,31,87000,$75+,42.800000000000004,Luxury,College degree,6,0,2,4,f,2,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1
27,Married,5,37000,$25 - $49,18.400000000000002,Standard,High school degree,5,0,2,1,m,4,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
39,Married,1,54000,$50 - $74,28.1,Standard,College degree,13,0,2,4,m,3,0,0,1,0,NA,0,0,1,1,1,0,1,0,1,0
63,Married,1,19000,Under $25,9.4,Economy,Did not complete high school,13,1,2,5,f,4,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
64,Married,24,13000,Under $25,6.300000000000001,Economy,Did not complete high school,25,1,3,5,m,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
49,Married,27,88000,$75+,44.5,Luxury,Did not complete high school,31,0,3,5,m,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1
51,Unmarried,29,75000,$75+,37.300000000000004,Luxury,College degree,4,0,1,4,m,2,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
36,Unmarried,1,31000,$25 - $49,14.9,Economy,College degree,5,0,2,3,m,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
30,Married,10,63000,$50 - $74,31.700000000000003,Luxury,College degree,5,0,2,3,m,3,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0
54,Married,26,91000,$75+,45.1,Luxury,High school degree,15,0,3,4,m,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
43,Married,17,44000,$25 - $49,22.1,Standard,College degree,10,0,2,3,m,2,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1
61,Married,0,102000,$75+,51.900000000000006,Luxury,Post-undergraduate degree,14,0,2,4,m,3,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1
47,Unmarried,9,20000,Under $25,9.5,Economy,Did not complete high school,4,0,1,4,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
55,Unmarried,2,92000,$75+,45.7,Luxury,Did not complete high school,14,0,2,3,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
61,Married,15,260000,$75+,74.1,Luxury,High school degree,35,0,3,5,f,2,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1
39,Married,18,75000,$75+,37.1,Luxury,High school degree,17,0,3,5,f,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
51,Married,22,169000,$75+,83.80000000000001,Luxury,High school degree,20,0,3,3,m,2,1,1,0,0,NA,1,1,1,1,1,0,1,0,0,1
53,Unmarried,3,198000,$75+,99.4,Luxury,College degree,24,0,3,4,f,2,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1
51,Married,0,169000,$75+,83.5,Luxury,Did not complete high school,34,0,3,3,f,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
49,Married,18,53000,$50 - $74,26,Standard,College degree,0,0,1,1,f,5,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0
66,Unmarried,9,84000,$75+,42.300000000000004,Luxury,Did not complete high school,10,0,2,4,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
34,Married,13,49000,$25 - $49,24.8,Standard,Did not complete high school,3,0,1,2,f,4,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1
56,Unmarried,7,98000,$75+,48.900000000000006,Luxury,High school degree,27,0,3,5,f,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1
33,Unmarried,3,88000,$75+,43.1,Luxury,College degree,4,0,1,1,m,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1
34,Married,10,108000,$75+,53.900000000000006,Luxury,College degree,5,0,2,4,f,3,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
40,Unmarried,4,45000,$25 - $49,22.400000000000002,Standard,Some college,10,0,2,4,f,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1
64,Unmarried,25,115000,$75+,56.5,Luxury,Some college,24,0,3,4,f,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
23,Married,3,17000,Under $25,8.4,Economy,Some college,1,0,1,1,f,4,0,0,1,0,NA,0,1,1,1,1,0,1,0,0,0
40,Married,0,93000,$75+,47.1,Luxury,Did not complete high school,22,0,3,4,f,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
27,Unmarried,4,23000,Under $25,11.5,Economy,College degree,1,0,1,2,m,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
37,Married,11,39000,$25 - $49,19.200000000000003,Standard,High school degree,6,0,2,1,m,3,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
42,Unmarried,19,102000,$75+,51.2,Luxury,Some college,10,0,2,5,f,3,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1
19,Married,0,14000,Under $25,6.9,Economy,High school degree,0,0,1,1,m,3,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
41,Unmarried,19,26000,$25 - $49,13.100000000000001,Economy,High school degree,9,0,2,2,m,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1
38,Married,16,141000,$75+,70.10000000000001,Luxury,Some college,15,0,3,5,f,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1
50,Married,5,84000,$75+,40.6,Luxury,Post-undergraduate degree,16,0,3,4,f,2,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1
40,Unmarried,19,31000,$25 - $49,15.5,Standard,Post-undergraduate degree,2,0,1,4,f,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1
40,Married,20,83000,$75+,42,Luxury,Some college,10,0,2,4,f,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
58,Unmarried,31,95000,$75+,46.800000000000004,Luxury,High school degree,12,0,2,4,m,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
45,Married,19,91000,$75+,46.7,Luxury,High school degree,17,0,3,3,m,5,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1
37,Married,1,86000,$75+,42,Luxury,High school degree,15,0,3,5,f,5,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1
41,Unmarried,8,55000,$50 - $74,26.200000000000003,Standard,College degree,13,0,2,3,m,3,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
59,Married,3,607000,$75+,68.1,Luxury,High school degree,39,0,3,5,f,3,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
44,Married,10,139000,$75+,68.4,Luxury,Some college,11,0,2,4,m,4,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1
22,Unmarried,3,16000,Under $25,7.9,Economy,College degree,0,0,1,2,f,2,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1
52,Unmarried,31,125000,$75+,61.2,Luxury,College degree,20,0,3,5,f,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
47,Unmarried,11,81000,$75+,39.2,Luxury,College degree,8,0,2,5,m,2,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1
42,Unmarried,23,50000,$50 - $74,25.200000000000003,Standard,Some college,10,0,2,3,f,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
40,Married,14,28000,$25 - $49,13.9,Economy,Did not complete high school,4,0,1,4,m,2,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1
25,Unmarried,4,25000,$25 - $49,12.4,Economy,Did not complete high school,8,0,2,4,m,4,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
44,Married,9,126000,$75+,63.6,Luxury,Post-undergraduate degree,13,0,2,5,f,2,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1
48,Married,17,46000,$25 - $49,22.200000000000003,Standard,Some college,3,0,1,5,m,3,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
52,Married,12,445000,$75+,72.1,Luxury,Post-undergraduate degree,20,0,3,5,m,3,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1
64,Unmarried,31,13000,Under $25,6.6000000000000005,Economy,College degree,10,1,2,3,f,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1
36,Married,1,26000,$25 - $49,12.700000000000001,Economy,Did not complete high school,1,0,1,2,m,6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
36,Unmarried,8,54000,$50 - $74,27.400000000000002,Standard,Some college,5,0,2,4,m,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1
32,Unmarried,7,42000,$25 - $49,20.700000000000003,Standard,Some college,9,0,2,3,f,2,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1
54,Married,32,56000,$50 - $74,27,Standard,Some college,1,0,1,2,f,2,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
44,Married,19,19000,Under $25,9.4,Economy,Post-undergraduate degree,5,0,2,5,f,2,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1
47,Unmarried,13,195000,$75+,97.10000000000001,Luxury,Some college,20,0,3,3,m,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
46,Married,25,87000,$75+,44.400000000000006,Luxury,Did not complete high school,25,0,3,3,m,2,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1
43,Married,23,26000,$25 - $49,12.9,Economy,Some college,1,0,1,3,f,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
43,Married,0,172000,$75+,85.5,Luxury,High school degree,19,0,3,5,f,3,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1
44,Married,22,103000,$75+,50.300000000000004,Luxury,Some college,11,0,2,3,f,4,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1
61,Married,32,66000,$50 - $74,33,Luxury,Did not complete high school,20,0,3,4,f,2,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1
19,Married,0,16000,Under $25,8.1,Economy,High school degree,0,0,1,2,m,5,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1
65,Unmarried,18,89000,$75+,44.5,Luxury,High school degree,14,0,2,3,f,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1
68,Married,43,9000,Under $25,4.6000000000000005,Economy,Did not complete high school,6,1,2,2,f,3,1,1,1,1,NA,0,0,0,0,0,0,1,0,0,1
54,Unmarried,30,275000,$75+,73.4,Luxury,Did not complete high school,37,0,3,3,f,1,0,1,1,1,NA,1,1,1,1,1,0,0,0,0,1
50,Married,5,167000,$75+,82.9,Luxury,High school degree,27,0,3,4,f,2,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1
36,Married,7,50000,$50 - $74,24.5,Standard,College degree,7,0,2,3,f,6,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
29,Married,3,18000,Under $25,8.8,Economy,High school degree,7,0,2,5,f,4,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1
47,Married,25,30000,$25 - $49,14.9,Economy,Did not complete high school,3,0,1,4,m,2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
62,Unmarried,31,182000,$75+,90.7,Luxury,Post-undergraduate degree,13,0,2,3,m,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1
32,Unmarried,13,28000,$25 - $49,14.100000000000001,Economy,Did not complete high school,7,0,2,3,f,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1
40,Married,17,81000,$75+,40.800000000000004,Luxury,Some college,6,0,2,2,m,4,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
37,Married,1,21000,Under $25,11,Economy,High school degree,3,0,1,3,f,3,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
54,Unmarried,15,68000,$50 - $74,33.9,Luxury,Did not complete high school,23,0,3,4,f,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
25,Unmarried,0,43000,$25 - $49,21.5,Standard,High school degree,0,0,1,1,m,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
51,Married,32,92000,$75+,45.7,Luxury,High school degree,13,0,2,4,f,2,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1
41,Married,20,84000,$75+,42.2,Luxury,College degree,5,0,2,3,m,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
41,Unmarried,6,26000,$25 - $49,12.9,Economy,High school degree,1,0,1,3,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
39,Unmarried,4,173000,$75+,85,Luxury,Post-undergraduate degree,10,0,2,4,f,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1
49,Unmarried,17,122000,$75+,62.2,Luxury,Did not complete high school,19,0,3,5,m,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1
42,Unmarried,12,83000,$75+,41.5,Luxury,Did not complete high school,20,0,3,4,m,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1
48,Married,15,72000,$50 - $74,36.1,Luxury,Did not complete high school,13,0,2,5,f,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1
38,Married,19,42000,$25 - $49,20.8,Standard,Did not complete high school,14,0,2,4,f,4,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1
35,Married,0,21000,Under $25,10.5,Economy,College degree,0,0,1,3,m,2,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1
26,Unmarried,7,102000,$75+,50.6,Luxury,Post-undergraduate degree,0,0,1,1,m,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1
59,Unmarried,40,58000,$50 - $74,29.1,Standard,Some college,7,0,2,2,m,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1
57,Married,36,122000,$75+,60.5,Luxury,High school degree,15,0,3,5,m,2,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1
57,Married,15,223000,$75+,76,Luxury,Some college,33,0,3,2,m,2,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1
32,Unmarried,0,50000,$50 - $74,25.400000000000002,Standard,Did not complete high school,5,0,2,2,m,3,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
33,Unmarried,4,37000,$25 - $49,18.2,Standard,High school degree,7,0,2,1,f,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1
37,Married,17,166000,$75+,83.60000000000001,Luxury,College degree,12,0,2,2,m,5,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
42,Married,7,57000,$50 - $74,27.8,Standard,College degree,12,0,2,3,f,5,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1
51,Married,8,22000,Under $25,10.700000000000001,Economy,Did not complete high school,3,0,1,2,f,2,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
41,Married,21,29000,$25 - $49,14.100000000000001,Economy,Did not complete high school,11,0,2,5,f,6,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
52,Unmarried,20,68000,$50 - $74,33.7,Luxury,Did not complete high school,17,0,3,5,m,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1
37,Unmarried,10,37000,$25 - $49,18.6,Standard,High school degree,8,0,2,3,m,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
61,Married,30,352000,$75+,81.5,Luxury,Did not complete high school,41,0,3,4,m,3,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1
34,Married,7,29000,$25 - $49,14.100000000000001,Economy,Some college,1,0,1,1,m,5,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
22,Unmarried,1,22000,Under $25,10.9,Economy,Did not complete high school,2,0,1,3,f,4,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1
45,Married,18,86000,$75+,42.5,Luxury,College degree,22,0,3,5,m,2,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1
48,Married,1,80000,$75+,40.300000000000004,Luxury,High school degree,23,0,3,5,f,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
37,Married,2,46000,$25 - $49,22.8,Standard,Post-undergraduate degree,7,0,2,4,f,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
28,Married,5,79000,$75+,39.2,Luxury,Post-undergraduate degree,1,0,1,5,f,6,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
47,Married,13,79000,$75+,39.5,Luxury,Some college,10,0,2,4,f,5,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
48,Married,2,245000,$75+,74.4,Luxury,Some college,27,0,3,3,f,3,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
38,Married,10,84000,$75+,42.300000000000004,Luxury,High school degree,13,0,2,5,f,2,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
30,Unmarried,7,33000,$25 - $49,16.3,Standard,High school degree,2,0,1,3,m,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1
51,Unmarried,28,156000,$75+,78,Luxury,Did not complete high school,28,0,3,4,m,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1
34,Unmarried,8,61000,$50 - $74,31.200000000000003,Luxury,Some college,11,0,2,3,m,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1
39,Married,9,22000,Under $25,11.100000000000001,Economy,High school degree,10,0,2,1,m,4,0,1,0,0,NA,0,0,1,1,1,0,1,0,1,1
32,Married,4,63000,$50 - $74,31.1,Luxury,College degree,7,0,2,4,f,3,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
22,Unmarried,3,21000,Under $25,10.3,Economy,Some college,0,0,1,2,f,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
46,Married,17,30000,$25 - $49,14.8,Economy,High school degree,3,0,1,3,f,5,0,0,0,0,NA,0,0,1,1,1,0,1,0,1,1
38,Unmarried,14,74000,$50 - $74,36.4,Luxury,College degree,14,0,2,5,f,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
46,Married,0,213000,$75+,75.1,Luxury,Post-undergraduate degree,15,0,3,5,f,2,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
40,Unmarried,14,51000,$50 - $74,25.200000000000003,Standard,College degree,4,0,1,2,f,4,1,1,0,0,NA,1,0,1,1,1,0,1,0,1,1
63,Married,7,10000,Under $25,5,Economy,High school degree,2,1,1,2,f,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,Married,11,133000,$75+,66.4,Luxury,Did not complete high school,23,0,3,4,f,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1
51,Unmarried,12,25000,$25 - $49,12.3,Economy,High school degree,14,0,2,3,m,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
41,Unmarried,17,36000,$25 - $49,17.900000000000002,Standard,Did not complete high school,16,0,3,3,m,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1
43,Unmarried,11,57000,$50 - $74,28.200000000000003,Standard,Did not complete high school,7,0,2,4,f,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
38,Unmarried,1,66000,$50 - $74,32.2,Luxury,Some college,14,0,2,2,f,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
55,Unmarried,26,372000,$75+,71,Luxury,Some college,25,0,3,5,f,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1
42,Unmarried,10,42000,$25 - $49,20.6,Standard,High school degree,15,0,3,3,m,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1
30,Married,2,38000,$25 - $49,18.900000000000002,Standard,High school degree,9,0,2,2,f,6,1,1,0,0,NA,1,0,1,1,1,0,0,0,0,1
32,Unmarried,7,36000,$25 - $49,17.8,Standard,High school degree,6,0,2,4,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
71,Unmarried,13,557000,$75+,74.4,Luxury,College degree,46,0,3,3,m,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
53,Married,32,64000,$50 - $74,32.6,Luxury,High school degree,24,0,3,3,f,3,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1
29,Married,8,30000,$25 - $49,15.100000000000001,Standard,Some college,5,0,2,4,m,4,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
37,Married,6,42000,$25 - $49,21.3,Standard,High school degree,12,0,2,1,m,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
57,Married,19,148000,$75+,74.2,Luxury,College degree,26,0,3,4,f,2,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1
22,Unmarried,2,20000,Under $25,9.600000000000001,Economy,Some college,0,0,1,1,m,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1
31,Unmarried,12,34000,$25 - $49,17,Standard,College degree,1,0,1,3,f,1,0,0,1,1,NA,1,1,1,1,1,0,0,0,0,1
51,Married,26,242000,$75+,77.5,Luxury,High school degree,32,0,3,5,m,3,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
54,Unmarried,5,137000,$75+,67.8,Luxury,College degree,10,0,2,5,f,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
49,Unmarried,10,160000,$75+,80.2,Luxury,Some college,22,0,3,5,f,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1
49,Married,13,44000,$25 - $49,21.1,Standard,Did not complete high school,12,0,2,4,f,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
43,Unmarried,22,94000,$75+,47.6,Luxury,Some college,5,0,2,2,f,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
52,Married,29,184000,$75+,92.30000000000001,Luxury,High school degree,31,0,3,4,m,2,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1
22,Unmarried,2,15000,Under $25,7.5,Economy,High school degree,3,0,1,1,m,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1
54,Unmarried,6,67000,$50 - $74,34,Luxury,High school degree,10,0,2,5,m,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1
25,Married,5,27000,$25 - $49,13.600000000000001,Economy,College degree,0,0,1,2,m,3,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1
